name,domain,description,sdgs,cover_image_id,street_adress,latitude,longitude,id,homepage
"Citizen Science-Zentrum für Natur, Nachhaltigkeit und Digitalisierung",https://www.museumfuernaturkunde.berlin,"Das Museum für Naturkunde Berlin, eine renommierte Forschungseinrichtung in der Invalidenstraße 43 im Herzen Berlins, entwickelt ein innovatives Citizen Science-Zentrum für Natur, Nachhaltigkeit und Digitalisierung. Dieses von der Deutschen Bundesstiftung Umwelt (DBU) geförderte Projekt schlägt eine wichtige Brücke zwischen Wissenschaft und Gesellschaft.

Das Zentrum adressiert mehrere zentrale Herausforderungen: die wachsende Kluft zwischen Wissenschaft und Öffentlichkeit, den Biodiversitätsverlust und die Notwendigkeit breiter gesellschaftlicher Beteiligung an Umwelt- und Naturschutzmaßnahmen. Der gewählte Lösungsansatz verbindet partizipative Wissenschaft mit digitalen Innovationen und schafft Räume für Austausch zwischen verschiedenen Akteuren aus Wissenschaft, Politik, Wirtschaft und Zivilgesellschaft.

In der praktischen Umsetzung organisiert das Zentrum Workshops wie ""Fit for Purpose: Citizen Science für das bundesweite Biodiversitätsmonitoring"" in Zusammenarbeit mit dem Nationalen Monitoringzentrum zur Biodiversität oder ""Citizen Science und KI im Umweltschutz"" gemeinsam mit der KI-Ideenwerkstatt für Umweltschutz. Innovative digitale Projekte wie KInsecta, BeeObserver, Birdiary und die Naturblick App werden als Beispiele für gelungene Wissenschaftskommunikation vorgestellt und weiterentwickelt.

Die Wirkung des Zentrums ist vielschichtig: Es ermöglicht Bürger:innen direkte Beiträge zum Übereinkommen über die biologische Vielfalt und zu den globalen Nachhaltigkeitszielen, fördert digitale und technische Kompetenzen im Umweltschutz und öffnet wissenschaftliche Sammlungen für partizipative Prozesse. Durch die ""Digitale Mittagspause bei Bürger schaffen Wissen"" werden Zukunftsideen für das Zentrum kontinuierlich weiterentwickelt.

Das Citizen Science-Zentrum kann im Museum für Naturkunde Berlin (Invalidenstraße 43, 10115 Berlin) besucht werden, wo Interessierte mehr über die laufenden Projekte erfahren und sich selbst an Citizen Science-Initiativen beteiligen können.","4, 15, 17",,"Invalidenstraße 43, 10115 Berlin",,,136,https://www.museumfuernaturkunde.berlin
Digitale Transformation für die Energiewende: Beschleunigtes PV-Anschlussverfahren,https://www.stromnetz-berlin.de,"Stromnetz Berlin ist als Betreiber des Berliner Stromverteilnetzes ein zentraler Akteur für die Energiewende in der Hauptstadt. Mit einem Netz von über 36.000 Kilometern Länge versorgt das Unternehmen rund 2,4 Millionen Haushalte und Unternehmen zuverlässig mit Strom. Als landeseigenes Unternehmen hat sich Stromnetz Berlin der nachhaltigen Transformation des Energiesystems verschrieben.

Ein besonders innovatives Projekt ist die Digitalisierung und Beschleunigung des Anschlussverfahrens für Photovoltaikanlagen. Angesichts eines massiven Anstiegs von PV-Anschlussanfragen um 88% hat das Unternehmen ein digitales Kundenportal entwickelt, das den gesamten Prozess vereinfacht und deutlich beschleunigt. Besonders bemerkenswert ist die Reduzierung der Genehmigungszeit für Balkon-PV-Anlagen auf nur zwei Tage – ein Meilenstein für die Bürgerbeteiligung an der Energiewende.

Das Projekt adressiert mehrere Herausforderungen gleichzeitig: die steigende Nachfrage nach erneuerbaren Energien, die Notwendigkeit bürokratische Hürden abzubauen und die Integration dezentraler Erzeugungsanlagen ins Stromnetz. Der gewählte Lösungsansatz kombiniert digitale Innovation mit prozessualer Effizienz und ermöglicht es Berliner Bürger*innen, schneller und einfacher Teil der Energiewende zu werden.

Die praktische Umsetzung umfasst ein benutzerfreundliches Online-Portal, optimierte Prüfprozesse und eine angepasste Netzplanung, die den starken Anstieg von PV-Anlagen berücksichtigt. Diese Maßnahmen tragen direkt zur Demokratisierung der Energieerzeugung bei und unterstützen die Klimaziele des Landes Berlin.

Die Wirkung des Projekts zeigt sich in der steigenden Zahl von PV-Anlagen im Berliner Stadtgebiet und der verbesserten Kundenzufriedenheit. Das Projekt ist ein Paradebeispiel dafür, wie Infrastrukturunternehmen durch Digitalisierung und Prozessoptimierung die Energiewende beschleunigen können.

Das digitale Kundenportal für PV-Anschlüsse kann online unter www.stromnetz.berlin erreicht werden. Physisch ist Stromnetz Berlin in der Eichenstraße 3a, 12435 Berlin ansässig.","7, 9, 13",,"Eichenstraße 3a, 12435 Berlin",,,137,https://www.stromnetz-berlin.de
Hardware-Kreislaufwirtschaft: Zweites Leben für Telekommunikationsgeräte,https://www.telecolumbus.com,"Die Tele Columbus AG, die unter der Marke PŸUR am Markt agiert, ist einer der führenden Glasfasernetzbetreiber in Deutschland mit Hauptsitz in Berlin. Das Unternehmen versorgt über 2,1 Millionen Haushalte mit Highspeed-Internet und hat Nachhaltigkeit fest in seiner Unternehmensstrategie verankert.

Ein besonders vorbildliches Projekt ist das Hardware-Kreislaufwirtschaftsprogramm des Unternehmens. In einer Zeit, in der Elektroschrott zu einem der am schnellsten wachsenden Abfallströme weltweit geworden ist, hat Tele Columbus einen beeindruckenden Ansatz zur Wiederaufbereitung und Wiederverwendung von Kundenendgeräten entwickelt.

Das Problem: Telekommunikationsgeräte wie Modems, Receiver und Adapter haben oft eine kurze Nutzungsdauer, obwohl sie technisch noch voll funktionsfähig sind. Dies führt zu unnötigem Ressourcenverbrauch und Elektroschrott.

Die Lösung: Tele Columbus hat ein umfassendes Rücknahme- und Aufbereitungssystem etabliert. Zurückgegebene Kundengeräte werden systematisch gesammelt, gereinigt, geprüft und wenn nötig repariert, um sie wieder in den Nutzungskreislauf zurückzuführen.

Die Ergebnisse sind beeindruckend: Im Jahr 2023 wurden 222.641 Geräte und Komponenten (Modems, Receiver, Adapter, Kabel) wiederaufbereitet und erneut eingesetzt. Die Wiederaufbereitungsquote liegt bei 85%. Durch diese Maßnahme konnten 99,1 Tonnen Elektroschrott vermieden werden. Zusätzlich werden sogar die Verpackungen der zurückgegebenen Geräte für den Versand der aufbereiteten Hardware wiederverwendet.

Das Projekt ist ein Musterbeispiel für praktisch umgesetzte Kreislaufwirtschaft im Telekommunikationssektor und zeigt, wie Unternehmen durch intelligente Prozesse erhebliche Ressourceneinsparungen erzielen können. Es verlängert die Lebensdauer der Geräte erheblich und reduziert den Bedarf an Neuproduktion.

Das Projekt kann am Hauptsitz des Unternehmens in der Kaiserin-Augusta-Allee 108, 10553 Berlin, näher kennengelernt werden.","9, 12, 13",,"Kaiserin-Augusta-Allee 108, 10553 Berlin",,,138,https://www.telecolumbus.com
Pflanzliche Milchalternative aus Erbsenprotein,https://www.vlyfoods.com,"vly ist ein Berliner Unternehmen, das sich auf die Entwicklung und Produktion pflanzlicher Milchalternativen aus Erbsenprotein spezialisiert hat. Das Unternehmen adressiert gleich mehrere Nachhaltigkeitsherausforderungen: die Umweltauswirkungen der konventionellen Milchproduktion, den steigenden Bedarf an pflanzlichen Proteinalternativen und die Notwendigkeit regionaler Produktionsketten.

Die innovative Lösung von vly besteht in der Entwicklung einer Milchalternative, die auf Erbsenprotein basiert - eine ressourceneffiziente und klimafreundliche Alternative zu tierischen Produkten. Im Vergleich zur herkömmlichen Milchproduktion verursacht die Herstellung pflanzlicher Alternativen deutlich weniger Treibhausgasemissionen, benötigt weniger Wasser und Landfläche und kommt ohne Tierhaltung aus.

Das Besondere an vly's Ansatz ist die lokale Produktion und Entwicklung in Berlin, wodurch Transportwege minimiert und die regionale Wirtschaft gestärkt werden. Die Produkte sind nicht nur umweltfreundlicher, sondern bieten auch gesundheitliche Vorteile durch ihren hohen Proteingehalt und die pflanzliche Basis.

Die Wirkung dieses Ansatzes ist mehrschichtig: Zum einen wird der ökologische Fußabdruck im Vergleich zu tierischen Produkten reduziert. Zum anderen trägt vly zur Transformation des Ernährungssystems bei, indem es Konsumenten eine nachhaltige Alternative bietet, die geschmacklich und funktional (z.B. für Kaffee geeignet) überzeugt.

vly's Produkte können in verschiedenen Supermärkten und Geschäften in Berlin erworben werden. Das Unternehmen selbst ist in der Mollstraße 32 in Berlin-Mitte ansässig, wo die Entwicklung der Produkte stattfindet.","2, 12, 13",,"MollStraße 32, 10249 Berlin",,,139,https://www.vlyfoods.com
Wertschöpfung im Ursprungsland: Fair-Trade-Produktion mit Kleinbauerngenossenschaften,https://www.ethiquable.de,"ETHIQUABLE ist eine Mitarbeitergenossenschaft mit Sitz in Berlin-Neukölln, die einen innovativen Ansatz im fairen Handel verfolgt. Das Unternehmen arbeitet direkt mit kleinbäuerlichen Genossenschaften aus dem Globalen Süden zusammen und vermarktet deren Bio-Produkte in Deutschland.

Das Besondere am ETHIQUABLE-Modell ist die Verlagerung der Wertschöpfungskette in die Ursprungsländer: Statt Rohstoffe zu importieren und in Europa zu verarbeiten, werden viele Produkte direkt vor Ort von den Kooperativen weiterverarbeitet und verpackt. Dies steigert den Anteil der Wertschöpfung, der bei den Produzenten verbleibt, erheblich.

Dieser Ansatz geht weit über herkömmliche Fair-Trade-Konzepte hinaus. Während traditioneller fairer Handel oft nur auf bessere Preise für Rohstoffe abzielt, ermöglicht ETHIQUABLE den Produzentengemeinschaften, selbst zu verarbeitenden Betrieben aufzusteigen. Die Kleinbauern werden so von reinen Rohstofflieferanten zu Herstellern von Endprodukten.

Parallel unterstützt ETHIQUABLE die Partnerkooperativen bei der Umsetzung von gemeinsam erarbeiteten Entwicklungs- und Empowerment-Projekten. Diese zielen darauf ab, die Selbstständigkeit und wirtschaftliche Unabhängigkeit der Gemeinschaften zu stärken sowie ökologisch nachhaltige Anbaumethoden zu fördern.

Das Geschäftsmodell schafft so eine direkte Verbindung zwischen Konsumenten in Deutschland und Kleinbauernfamilien im Globalen Süden. Es ermöglicht Verbrauchern, durch ihre Kaufentscheidung nicht nur faire Preise, sondern auch langfristige Entwicklungsperspektiven für benachteiligte Gemeinschaften zu unterstützen.

Die Produkte von ETHIQUABLE können in Berlin in verschiedenen Bio-Supermärkten und Weltläden erworben werden. Das Unternehmen selbst hat seinen Sitz in der Wipperstraße 10 in Berlin-Neukölln.","1, 8, 10",,"Wipperstraße 10, 12055 Berlin",,,140,https://www.ethiquable.de
Unverpackt-Stationen: Verpackungsfreies Einkaufen in Berlin,biocompany.de,"Die BIO COMPANY, ein 1999 gegründeter Bio-Lebensmitteleinzelhändler mit Sitz in Berlin, hat Nachhaltigkeit seit jeher in ihren Unternehmensgrundsätzen verankert. Als zertifizierter Naturkostfachhändler bietet das Unternehmen ein 100% biologisch zertifiziertes Sortiment an und setzt sich für ressourcenschonende Lebensmittelproduktion ein.

Ein besonders innovatives Projekt der BIO COMPANY sind die Unverpackt-Stationen, die in ihren Märkten implementiert wurden. Diese Stationen bieten bis zu 90 verschiedene Produkte - von Getreide und Müsli über Süßigkeiten bis hin zu Zahnpflegeprodukten - komplett verpackungsfrei an. Kund*innen können ihre eigenen Behälter mitbringen oder Pfandbehälter für Großgebinde nutzen, um Lebensmittel und andere Produkte ohne Einwegverpackungen einzukaufen.

Das Projekt adressiert das drängende Problem der Verpackungsabfälle im Lebensmitteleinzelhandel. Durch die Unverpackt-Stationen wird der Verpackungsmüll drastisch reduziert, was sowohl Ressourcen schont als auch die Umweltbelastung verringert. Ergänzt wird dieses Angebot durch unverpacktes Obst und Gemüse sowie verpackungsfreie Frischetheken.

Die BIO COMPANY geht noch einen Schritt weiter und bietet verschiedene Mehrwegsysteme an, darunter RECUP für Coffee-to-go und PFABO für die Frischetheken. Die PFABO-Mehrwegboxen können bis zu 200 Mal wiederverwendet werden und tragen so erheblich zur Abfallvermeidung bei.

Auch in der Logistik setzt das Unternehmen auf Verpackungsvermeidung: Der Warentransport erfolgt per Rollbehälter ohne Stretchfolien durch den Einsatz von Fallschutzwänden und in Mehrwegtransportkisten.

Die Unverpackt-Stationen und das gesamte verpackungsfreie Konzept können in allen BIO COMPANY-Filialen in Berlin erlebt werden, besonders umfangreich in den größeren Märkten wie in der Rheinstraße 45-46 in Berlin-Friedenau oder am Walther-Schreiber-Platz.","11, 12, 13",,"RheinStraße 45-46, 12161 Berlin",,,141,https://biocompany.de
Klimaneutralität durch erneuerbare Energien und Effizienzmaßnahmen,https://www.takeda.de,"Takeda Pharma, ein japanisches Pharmaunternehmen mit Vertriebs- und Handelsorganisation in Deutschland und Standort in Berlin, hat bemerkenswerte Fortschritte bei der Reduzierung seiner Umweltauswirkungen erzielt. Das Unternehmen verfolgt einen ganzheitlichen Nachhaltigkeitsansatz, der neben dem Zugang zu Medizin auch die Minimierung des eigenen CO2-Fußabdrucks und Abfallvermeidung umfasst.

Ein herausragendes Projekt ist Takedas Transformation zu einem klimaneutralen Unternehmen. Das Unternehmen hat sein ambitioniertes Ziel erreicht, bis 2020 über die gesamte Wertschöpfungskette hinweg klimaneutral zu werden. Besonders beeindruckend ist die Reduzierung der Scope 1- und Scope 2-Emissionen um 51% seit 2016.

Diese Transformation wurde durch verschiedene strategische Maßnahmen erreicht. Am Standort Bray in Irland konnte Takeda die Treibhausgasemissionen um 56% reduzieren, indem das Unternehmen vollständig auf erneuerbare Windenergie umstellte. In Los Angeles wurden die Emissionen seit 2016 durch verbesserte Betriebseffizienz kontinuierlich gesenkt. Im Hikari-Werk in Japan führte die Modernisierung des Kühlsystems zu einer signifikanten Reduzierung der Treibhausgasemissionen.

Diese Maßnahmen demonstrieren, wie ein global agierendes Pharmaunternehmen durch gezielte Investitionen in erneuerbare Energien und Effizienzsteigerungen seinen ökologischen Fußabdruck deutlich reduzieren kann. Solche Initiativen sind besonders in Metropolregionen wie Berlin relevant, wo Unternehmen eine Vorbildfunktion bei der Bekämpfung des Klimawandels übernehmen können.

Der Hauptsitz von Takeda Pharma in Berlin befindet sich in der Potsdamer Straße 125, 10783 Berlin, wo Interessierte mehr über die Nachhaltigkeitsinitiativen des Unternehmens erfahren können.","7, 12, 13",,"Potsdamer Straße 125, 10783 Berlin",,,142,https://www.takeda.de
DocMorris+ Plattform: Digitale Gesundheitsversorgung für alle,https://www.docmorris.de,"DocMorris, Europas größte E-Commerce-Apotheke mit Sitz am Kurfürstendamm 57 in Berlin, revolutioniert den Zugang zur Gesundheitsversorgung durch digitale Innovation. Das Unternehmen hat sich zum Ziel gesetzt, eine kostengünstige und barrierefreie medizinische Versorgung für alle zu gewährleisten.

Im Zentrum dieser Vision steht die DocMorris+ Plattform, die einen vereinfachten Zugang zu umfassenden Online-Gesundheitsdienstleistungen bietet. Diese innovative Lösung adressiert mehrere kritische Herausforderungen im Gesundheitswesen: begrenzte Zugänglichkeit, hohe Kosten und mangelnde Therapietreue.

Die Plattform integriert verschiedene digitale Gesundheitsangebote, darunter Online-Arztkonsultationen und den Versand von Medikamenten. Besonders hervorzuheben ist die Dailymed-Verblisterung, ein System, das Patienten an die tägliche Einnahme ihrer Medikamente erinnert und so die Therapietreue signifikant verbessert. Dies ist besonders wichtig für chronisch kranke und ältere Menschen, die oft mehrere Medikamente einnehmen müssen.

Durch die Digitalisierung von Gesundheitsdienstleistungen werden nicht nur Kosten reduziert, sondern auch der Zugang für Menschen in unterversorgten Gebieten oder mit eingeschränkter Mobilität verbessert. Die Plattform bietet zudem individuelle Beratung zur medizinischen Versorgung und spezielle Programme zur Verbesserung der Therapietreue.

Ein weiterer innovativer Aspekt ist die Zusammenarbeit mit Novo Nordisk im Bereich Adipositas-Forschung, wodurch das Bewusstsein für diese Krankheit geschärft und die Diagnose sowie Versorgung vereinfacht werden soll. Durch Kooperationen mit Universitäten arbeitet DocMorris außerdem an der Integration von gesundheitsbezogenen Daten ins Gesundheitssystem.

Die Plattform gewährleistet hohe Sicherheitsstandards durch standardisierte und datengeschützte Prozesse sowie Beratung durch Fachpersonal, unterstützt durch KI-Technologien. 

Die DocMorris+ Plattform kann in der Berliner Zentrale am Kurfürstendamm 57 besichtigt werden, wo Interessierte einen Einblick in die digitale Zukunft der Gesundheitsversorgung erhalten können.","3, 9, 10",,"Kurfürstendamm 57, 10707 Berlin",,,143,https://www.docmorris.de
Nachhaltige Wasserkreislauflösung beim Brillenglasschleifen,https://www.schulze-gunst.de,"Das Augenoptik-Geschäft Schulze-Gunst in Berlin-Lichterfelde West hat einen bemerkenswerten Ansatz zur Ressourcenschonung im Bereich der Wassernutzung entwickelt. Bei der Herstellung individueller Brillen ist das Randschleifen der Gläser ein wesentlicher Prozessschritt, der traditionell einen erheblichen Wasserverbrauch mit sich bringt.

Das Unternehmen hat eine innovative Kreislauflösung implementiert, die den Wasserverbrauch beim Brillenglasschleifen drastisch reduziert. Anstatt frisches Wasser kontinuierlich zu verbrauchen und abzuleiten, wird das Wasser in einem geschlossenen System aufgefangen, gefiltert und wiederverwendet. Diese Maßnahme spart nicht nur eine beträchtliche Menge Trinkwasser, sondern verhindert auch, dass Schleifpartikel und andere Rückstände ungefiltert in das Abwassersystem gelangen.

Ergänzt wird dieser Ansatz durch weitere Nachhaltigkeitsmaßnahmen: Die Nutzung von Ökostrom reduziert den CO2-Fußabdruck des Betriebs erheblich. Zudem berät das Unternehmen seine Kunden aktiv zum Kauf von langlebigen Qualitätsfassungen mit langfristiger Ersatzteilversorgung, was die Nutzungsdauer der Brillen verlängert und somit Ressourcen schont.

Diese ganzheitliche Herangehensweise zeigt, wie auch kleine Fachgeschäfte in urbanen Räumen durch durchdachte Prozessoptimierung und Beratung einen wichtigen Beitrag zu mehr Nachhaltigkeit leisten können. Die Kombination aus technischer Innovation im Betriebsablauf und bewusster Kundenberatung für langlebige Produkte macht das Konzept besonders wirksam.

Das Geschäft kann in der Curtiusstraße 6, 12205 Berlin im Stadtteil Lichterfelde-West besucht werden, wo Interessierte sich vor Ort über die nachhaltige Betriebsführung informieren können.","6, 12, 13",,"Curtiusstraße 6, 12205 Berlin Lichterfelde – West",,,144,https://www.schulze-gunst.de
Johanniter Wunsch-Ambulanz: Letzte Wünsche erfüllen,https://www.johanniter.de,"Die Johanniter, eine traditionsreiche Organisation im Bereich Pflege und soziale Dienste mit Hauptsitz in Berlin, verbinden in ihrer Arbeit Solidarität mit Innovation. Neben zahlreichen Pflegeeinrichtungen, medizinischen Versorgungszentren und Digitalisierungsprojekten engagieren sie sich besonders für die menschliche Seite der Gesundheitsversorgung.

Ein herausragendes Projekt ist die ""Johanniter Wunsch-Ambulanz"", die Menschen mit unheilbaren Krankheiten ermöglicht, letzte Wünsche zu erfüllen. Diese Initiative adressiert ein oft übersehenes Nachhaltigkeitsproblem: Die emotionale und psychosoziale Dimension am Lebensende, die über die rein medizinische Versorgung hinausgeht.

Die Wunsch-Ambulanz ermöglicht schwerkranken Menschen, noch einmal wichtige persönliche Ziele zu erreichen – sei es der Besuch eines besonderen Ortes, ein Wiedersehen mit entfernten Angehörigen oder die Teilnahme an einem kulturellen Ereignis. Speziell ausgebildete Helfer und medizinisches Fachpersonal begleiten die Patienten und sorgen für die notwendige Sicherheit während der Wunscherfüllung.

Das Projekt stärkt die psychische Gesundheit der Betroffenen, gibt ihnen Würde und Selbstbestimmung zurück und schafft wertvolle letzte Erinnerungen für Patienten und Angehörige. Es trägt zur Humanisierung der Gesundheitsversorgung bei und fördert den gesellschaftlichen Zusammenhalt durch die Sensibilisierung für die Bedürfnisse schwerkranker Menschen.

Die Wunsch-Ambulanz wird durch Spenden finanziert und ist ein Beispiel dafür, wie soziale Nachhaltigkeit im Gesundheitswesen praktisch umgesetzt werden kann. Sie zeigt, dass ganzheitliche Gesundheitsversorgung auch die emotionalen und sozialen Bedürfnisse berücksichtigen muss.

Die Johanniter Wunsch-Ambulanz kann in Berlin kontaktiert werden über die Zentrale der Johanniter in der Lützowstraße 94, 10785 Berlin, wo auch weitere Informationen zu diesem besonderen Angebot erhältlich sind.","3, 10, 17",,"Lützowstraße 94, 10785 Berlin",,,145,https://www.johanniter.de
Nachhaltige Bestattungskonzepte für die Metropole,https://www.mymoria.de,"mymoria ist ein Berliner Unternehmen, das den Bestattungssektor durch digitale Lösungen und nachhaltige Konzepte transformiert. Mit Sitz in der Hannoverschen Straße 9 in Berlin-Mitte bietet das Unternehmen innovative Bestattungsdienstleistungen an, die sowohl ökologische als auch soziale Aspekte berücksichtigen.

Das Unternehmen hat ein besonders nachhaltiges Bestattungskonzept entwickelt, das mehrere Dimensionen der Nachhaltigkeit adressiert. Im Mittelpunkt steht dabei die Entwicklung und Förderung umweltfreundlicher Bestattungsformen wie Naturbestattungen und biologisch abbaubare Urnen. Diese Alternativen reduzieren den ökologischen Fußabdruck im Vergleich zu konventionellen Bestattungen erheblich.

Ein wesentlicher Aspekt des Konzepts ist die Transparenz und der Verbraucherschutz. mymoria bietet eine vollständige Preistransparenz und faire Beratung in einem Bereich, der oft von intransparenten Strukturen geprägt ist. Dies ermöglicht es Verbrauchern, informierte Entscheidungen zu treffen und schützt sie vor überhöhten Kosten in einer emotional belastenden Situation.

Gleichzeitig leistet das Unternehmen einen wichtigen Beitrag zur sozialen Nachhaltigkeit, indem es den Zugang zu würdevollen Bestattungen für alle Bevölkerungsgruppen ermöglicht und digitale Lösungen für die Trauerbegleitung anbietet. Dies ist besonders in urbanen Räumen wie Berlin relevant, wo traditionelle Familienstrukturen oft nicht mehr vorhanden sind und neue Formen der Trauerkultur benötigt werden.

Das Konzept von mymoria kann in Berlin direkt am Unternehmensstandort in der Hannoverschen Straße 9 kennengelernt werden, wo Interessierte sich über nachhaltige Bestattungsoptionen informieren können. Durch die Kombination aus digitaler Innovation, ökologischer Verantwortung und sozialer Inklusion zeigt mymoria, wie auch in sensiblen Bereichen wie der Bestattungsbranche nachhaltige Transformationen möglich sind.","3, 10, 12",,"Hannoversche Straße 9, 10115 Berlin",,,146,https://www.mymoria.de
Wärmerückgewinnung aus Abwasser in Berliner Bädern,https://www.berlinerbaeder.de,"Die Berliner-Bäder-Betriebe (BBB) sind mit 60 Hallen- und Sommerbädern Europas größter kommunaler Badbetreiber und setzen innovative Maßnahmen zur Steigerung der Nachhaltigkeit um. Ein besonders herausragendes Projekt ist die Nutzung von Wärme aus Abwasser.

In Schwimmbädern fällt täglich eine große Menge an warmem Abwasser an - sei es durch Duschen, Filterrückspülungen oder den regelmäßigen Wasseraustausch in den Becken. Dieses warme Abwasser enthält wertvolle thermische Energie, die üblicherweise ungenutzt in die Kanalisation fließt.

Die BBB haben ein System zur Wärmerückgewinnung implementiert, das diese Energie nutzbar macht. Mittels Wärmetauschern wird die thermische Energie aus dem Abwasser extrahiert und zur Erwärmung von Frischwasser oder zur Unterstützung der Gebäudeheizung genutzt. Diese Technologie ermöglicht erhebliche Energieeinsparungen, da weniger externe Energie für die Erwärmung von Wasser benötigt wird.

Das Projekt ist Teil eines umfassenden Nachhaltigkeitskonzepts der BBB, das sich an der Nachhaltigkeitsstrategie Berlins orientiert. Neben der Abwasserwärmenutzung umfasst dieses Konzept auch die Installation von Solarenergie-Anlagen an acht Standorten sowie grundlegende energetische Sanierungen mehrerer Schwimmbäder.

Die Wärmerückgewinnung aus Abwasser ist besonders in energieintensiven Einrichtungen wie Schwimmbädern von großer Bedeutung. Schwimmbäder haben einen hohen Energiebedarf für die Beheizung von Wasser und Räumen, und die Rückgewinnung von Wärme aus Abwasser kann diesen Bedarf erheblich reduzieren.

Die Berliner Bäder mit dieser innovativen Technologie können in verschiedenen Stadtteilen Berlins besucht werden. Interessierte können sich bei den BBB über die spezifischen Standorte informieren, an denen die Abwasserwärmenutzung implementiert wurde.","7, 11, 13",,"Sachsendamm 2 - 4, 10829 Berlin",,,147,https://www.berlinerbaeder.de
Nachhaltige Haushaltswarenproduktion,https://www.fischer-thiele-gmbh.de/Startseite,"Fischer & Thiele ist ein Berliner Unternehmen, das sich auf die Herstellung und den Vertrieb von nachhaltigen Haushaltswaren spezialisiert hat. Mit Sitz in der Ritterstraße 28 im Bezirk Kreuzberg verfolgt das Unternehmen einen ganzheitlichen Nachhaltigkeitsansatz.

Im Zentrum ihrer Geschäftstätigkeit steht die Verwendung umweltfreundlicher Materialien und ressourcenschonender Produktionsverfahren. Durch diesen Ansatz gelingt es Fischer & Thiele, den ökologischen Fußabdruck ihrer Produkte zu minimieren und einen aktiven Beitrag zu einer nachhaltigeren Zukunft zu leisten.

Leider liegen keine detaillierten Informationen zu spezifischen Projekten, Maßnahmen oder Lösungen vor, die das Unternehmen im Rahmen seiner Nachhaltigkeitsstrategie umgesetzt hat. Auch fehlen Angaben zu den sechs Nachhaltigkeitskriterien (Gesundheit, Soziale Wirkung, Verbraucherschutz, Datenschutz, Arbeitsbedingungen und Klimaneutraler Betrieb) sowie zur Klimabilanz des Unternehmens.

Basierend auf dem Abstract lässt sich vermuten, dass Fischer & Thiele durch seine nachhaltigen Haushaltswaren einen Beitrag zu nachhaltigerem Konsum in urbanen Räumen wie Berlin leistet. Die Produkte könnten Verbrauchern helfen, ihren eigenen ökologischen Fußabdruck im Alltag zu reduzieren. Ohne weitere Informationen ist jedoch eine detailliertere Analyse der konkreten Projekte und deren Wirkung nicht möglich.","11, 12, 13",,"Ritterstraße 28, 10969 Berlin",,,148,https://www.fischer-thiele-gmbh.de/Startseite
Collective Impact Campus (CIC) - Digitale Bildungsplattform für Geflüchtete,https://www.kiron.ngo,"Kiron Open Higher Education, ein soziales Startup mit Sitz in Berlin, hat sich der Aufgabe verschrieben, Bildungszugang für Geflüchtete und benachteiligte Gemeinschaften weltweit zu verbessern. Während der COVID-19-Pandemie, als physische Bildungsangebote stark eingeschränkt waren, entwickelte Kiron den ""Collective Impact Campus"" (CIC) - eine innovative digitale Bildungsplattform, die Bildungsbarrieren überwindet und gleichzeitig auf die spezifischen Bedürfnisse von Geflüchteten eingeht.

Der CIC bietet nicht nur Zugang zu Bildungsinhalten, sondern schafft ein umfassendes digitales Lernökosystem mit interaktiven Lernerfahrungen, Live-Events und Kommunikationsmöglichkeiten. Besonders innovativ sind die implementierten Funktionen wie Nutzerprofile, Chat-Möglichkeiten und kollaborative Live-Sessions, die das gemeinsame Lernen fördern und soziale Isolation reduzieren.

Neben allgemeinen Bildungsinhalten bietet die Plattform spezialisierte Programme wie den Kurs ""Towards Success and Wellbeing"", der Teilnehmenden hilft, mit Stress umzugehen und ihr Wohlbefinden in schwierigen Zeiten zu verbessern. Zudem wurde ein Kurs zur ""Digitalen Selbstverteidigung"" entwickelt, um die Online-Sicherheit der Nutzer zu gewährleisten - ein wichtiger Aspekt für vulnerable Gruppen.

Ein besonderes Merkmal des CIC ist das virtuelle Mentoring-Programm, das Studierende mit Fachleuten verbindet, um praktische Karriereberatung zu erhalten und berufliche Netzwerke aufzubauen. Ergänzt wird dies durch Programme zur Vorbereitung auf den Arbeitsmarkt, die speziell auf die Herausforderungen von Geflüchteten zugeschnitten sind.

Der CIC ist nicht nur eine Reaktion auf die Pandemie, sondern ein zukunftsweisendes Modell für inklusiven Bildungszugang. Die Plattform wird kontinuierlich weiterentwickelt und erreicht mittlerweile Nutzer in verschiedenen Ländern, darunter Jordanien, Libanon, Kolumbien/Venezuela und Irland.

Der Hauptsitz von Kiron befindet sich in der Harzer Straße 39, 12059 Berlin, wo Interessierte nach Voranmeldung mehr über die digitale Bildungsplattform erfahren können.","4, 5, 10",,"Harzer Straße 39, 12059 Berlin",,,149,https://www.kiron.ngo
